OBJECTID,County,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment,Year
360,DOLORES,Child Care/Preschool,HepB,Fully Immunized,84.2,38,2018/2019
361,DOLORES,Child Care/Preschool,Varicella,Fully Immunized,86.8,38,2018/2019
362,DOLORES,School,Polio,Nonmedical Exemption,1.8,227,2018/2019
363,DOLORES,Kindergarten,DTaP,Incomplete Record,0,15,2019/2020
364,DOLORES,Child Care/Preschool,HepB,Medical Exemption,0,34,2020/2021
365,DOLORES,Kindergarten,DTaP,Incomplete Record,0,15,2020/2021
366,DOLORES,Kindergarten,HepB,Fully Immunized,93.3,15,2020/2021
367,DOLORES,School,DTaP,Medical Exemption,0,221,2020/2021
368,DOLORES,Child Care/Preschool,HepB,Incomplete Record,0,35,2021/2022
369,DOLORES,Kindergarten,Polio,In Process,0,18,2021/2022
370,DOLORES,Kindergarten,Polio,Nonmedical Exemption,0,18,2021/2022
371,DOLORES,Kindergarten,Polio,Fully Immunized,61.5,13,2022/2023
372,DOLORES,School,Polio,No Record,4.5,246,2022/2023
373,DOLORES,Kindergarten,Polio,No Record,18.8,16,2023/2024
374,DOLORES,School,Polio,In Process,0,235,2023/2024
375,DOLORES,Kindergarten,MMR,Medical Exemption,0,18,2024/2025
376,DOLORES,School,HepB,In Process,0,242,2024/2025
377,DOLORES,School,HepB,Incomplete Record,0,227,2025/2026
378,DOLORES,School,Polio,No Record,0,227,2025/2026
379,DOLORES,School,Tdap,Incomplete Record,0,131,2025/2026
380,DOUGLAS,Child Care/Preschool,Hib,No Record,1.1,8714,2017/2018
381,DOUGLAS,School,Varicella,Incomplete Record,2.7,69242,2017/2018
382,DOUGLAS,Kindergarten,Polio,In Process,0,4979,2018/2019
383,DOUGLAS,School,DTaP,No Record,0.1,75885,2019/2020
384,DOUGLAS,School,HepB,Nonmedical Exemption,3.5,75885,2019/2020
385,DOUGLAS,Child Care/Preschool,HepB,No Record,11.7,8523,2020/2021
386,DOUGLAS,Child Care/Preschool,PCV,Incomplete Record,1.3,8523,2020/2021
387,DOUGLAS,Child Care/Preschool,Polio,In Process,0.5,8523,2020/2021
388,DOUGLAS,Kindergarten,Varicella,No Record,0.1,5296,2020/2021
389,DOUGLAS,School,Tdap,In Process,0,43399,2021/2022
390,DOUGLAS,Child Care/Preschool,MMR,Medical Exemption,0.1,8421,2022/2023
391,DOUGLAS,Kindergarten,Varicella,Medical Exemption,0.2,4726,2022/2023
392,DOUGLAS,School,MMR,Incomplete Record,1.2,72943,2022/2023
393,DOUGLAS,Child Care/Preschool,DTaP,Fully Immunized,92.3,7673,2023/2024
394,DOUGLAS,Child Care/Preschool,Varicella,Nonmedical Exemption,3.3,7673,2023/2024
395,DOUGLAS,Kindergarten,MMR,Nonmedical Exemption,6.1,4757,2024/2025
396,DOUGLAS,School,,Summary Compliant,97.1,70684,2024/2025
397,DOUGLAS,Child Care/Preschool,Varicella,Fully Immunized,90.3,8057,2025/2026
398,DOUGLAS,Child Care/Preschool,Varicella,Nonmedical Exemption,4.8,8057,2025/2026
399,DOUGLAS,Kindergarten,DTaP,Medical Exemption,0,4648,2025/2026
400,DOUGLAS,School,HepB,Incomplete Record,0.5,70170,2025/2026
401,EAGLE,Child Care/Preschool,Hib,In Process,3.3,1250,2017/2018
402,EAGLE,Child Care/Preschool,Polio,Incomplete Record,1.8,1250,2017/2018
403,EAGLE,Child Care/Preschool,MMR,In Process,1.1,1274,2018/2019
404,EAGLE,Child Care/Preschool,PCV,No Record,1.2,1274,2018/2019
405,EAGLE,Kindergarten,HepB,In Process,1,501,2018/2019
406,EAGLE,Child Care/Preschool,HepB,Fully Immunized,95.2,1270,2019/2020
407,EAGLE,Child Care/Preschool,PCV,No Record,0.7,1099,2020/2021
408,EAGLE,School,HepB,No Record,0.1,6787,2020/2021
409,EAGLE,Child Care/Preschool,HepB,Medical Exemption,0,1263,2021/2022
410,EAGLE,Child Care/Preschool,PCV,Medical Exemption,0,1263,2021/2022
411,EAGLE,School,HepB,Fully Immunized,95.2,6641,2021/2022
412,EAGLE,School,MMR,Medical Exemption,0.1,6641,2021/2022
413,EAGLE,Kindergarten,Polio,Fully Immunized,91.8,477,2022/2023
414,EAGLE,School,DTaP,In Process,0.6,7338,2022/2023
415,EAGLE,Kindergarten,HepB,Incomplete Record,0.3,395,2023/2024
416,EAGLE,School,Polio,Fully Immunized,95.4,6250,2023/2024
417,EAGLE,School,DTaP,No Record,0.2,5785,2024/2025
418,EAGLE,School,Polio,Medical Exemption,0.1,5785,2024/2025
419,EAGLE,Child Care/Preschool,Hib,In Process,0.2,1229,2025/2026
420,EAGLE,Child Care/Preschool,Varicella,Nonmedical Exemption,3.3,1229,2025/2026
421,EAGLE,School,HepB,Incomplete Record,1.1,6619,2025/2026
422,EL PASO,Child Care/Preschool,DTaP,Fully Immunized,90.6,10537,2017/2018
423,EL PASO,Child Care/Preschool,MMR,Medical Exemption,0.3,10537,2017/2018
424,EL PASO,Kindergarten,Varicella,Nonmedical Exemption,5.3,9371,2017/2018
425,EL PASO,School,MMR,In Process,0.2,123099,2017/2018
426,EL PASO,Child Care/Preschool,Polio,Medical Exemption,0.1,9030,2018/2019
427,EL PASO,Kindergarten,Varicella,Medical Exemption,0.4,8933,2018/2019
428,EL PASO,School,Varicella,Incomplete Record,3.1,116162,2018/2019
429,EL PASO,Kindergarten,DTaP,Fully Immunized,86.5,9611,2019/2020
430,EL PASO,Kindergarten,Varicella,Incomplete Record,6.3,9611,2019/2020
431,EL PASO,School,DTaP,In Process,0.2,123510,2019/2020
432,EL PASO,Kindergarten,HepB,No Record,3.6,8322,2020/2021
433,EL PASO,Kindergarten,Polio,Nonmedical Exemption,4,8322,2020/2021
434,EL PASO,School,DTaP,Nonmedical Exemption,2.6,118755,2020/2021
435,EL PASO,School,Polio,In Process,0.2,118755,2020/2021
436,EL PASO,School,Polio,Medical Exemption,0.3,119212,2021/2022
437,EL PASO,School,COVID,Medical Exemption,0,112633,2023/2024
438,EL PASO,Child Care/Preschool,DTaP,No Record,1.5,9627,2024/2025
439,EL PASO,School,Varicella,Fully Immunized,88.8,117009,2024/2025
440,EL PASO,Kindergarten,HepB,Nonmedical Exemption,3.3,8377,2025/2026
441,ELBERT,Kindergarten,DTaP,No Record,5.9,203,2017/2018
442,ELBERT,Child Care/Preschool,Varicella,Fully Immunized,91.6,191,2018/2019
443,ELBERT,Kindergarten,Polio,In Process,1.5,206,2018/2019
444,ELBERT,School,Tdap,No Record,1.7,1705,2018/2019
445,ELBERT,Kindergarten,Polio,In Process,1.9,213,2019/2020
446,ELBERT,School,Varicella,No Record,2.1,2988,2019/2020
447,ELBERT,Child Care/Preschool,DTaP,Nonmedical Exemption,1.4,211,2020/2021
448,ELBERT,Child Care/Preschool,PCV,In Process,0,218,2021/2022
449,ELBERT,Child Care/Preschool,Polio,No Record,1.4,218,2021/2022
450,ELBERT,Kindergarten,Varicella,Fully Immunized,83.5,248,2021/2022
451,ELBERT,School,Polio,In Process,0.2,3184,2021/2022
452,ELBERT,Child Care/Preschool,Polio,No Record,3.6,253,2022/2023
453,ELBERT,Child Care/Preschool,Varicella,Nonmedical Exemption,2.4,253,2022/2023
454,ELBERT,Kindergarten,HepB,No Record,2.3,259,2022/2023
455,ELBERT,Child Care/Preschool,MMR,In Process,0,263,2023/2024
456,ELBERT,Child Care/Preschool,MMR,Incomplete Record,1.5,263,2023/2024
457,ELBERT,Child Care/Preschool,Varicella,Medical Exemption,0,263,2023/2024
458,ELBERT,Kindergarten,Polio,In Process,0,278,2023/2024
459,ELBERT,School,Polio,Nonmedical Exemption,6.2,3508,2023/2024
460,ELBERT,School,Tdap,Nonmedical Exemption,5.9,1630,2024/2025
461,ELBERT,School,Varicella,Nonmedical Exemption,6.6,3725,2025/2026
462,FREMONT,Child Care/Preschool,Varicella,Fully Immunized,90.3,720,2017/2018
463,FREMONT,Child Care/Preschool,Varicella,Incomplete Record,0.6,720,2017/2018
464,FREMONT,Child Care/Preschool,Polio,Incomplete Record,0.6,487,2018/2019
465,FREMONT,Kindergarten,DTaP,In Process,0.6,362,2018/2019
466,FREMONT,School,Polio,Incomplete Record,1.1,5058,2018/2019
467,FREMONT,School,Tdap,Incomplete Record,1.2,2742,2018/2019
468,FREMONT,School,Tdap,No Record,0,2742,2018/2019
469,FREMONT,Child Care/Preschool,MMR,Medical Exemption,0.2,532,2019/2020
470,FREMONT,Child Care/Preschool,PCV,In Process,0.8,532,2019/2020
471,FREMONT,Child Care/Preschool,HepB,Medical Exemption,0.2,571,2021/2022
472,FREMONT,Kindergarten,Polio,Fully Immunized,77.4,354,2021/2022
473,FREMONT,School,MMR,Medical Exemption,0.1,3944,2021/2022
474,FREMONT,Child Care/Preschool,DTaP,Fully Immunized,88.3,641,2022/2023
475,FREMONT,Child Care/Preschool,DTaP,In Process,2.8,641,2022/2023
476,FREMONT,Child Care/Preschool,DTaP,Nonmedical Exemption,4.1,641,2022/2023
477,FREMONT,Child Care/Preschool,Hib,Fully Immunized,89.5,641,2022/2023
478,FREMONT,Child Care/Preschool,MMR,Incomplete Record,0.5,641,2022/2023
479,FREMONT,School,MMR,Nonmedical Exemption,5.3,4467,2022/2023
480,FREMONT,Child Care/Preschool,Polio,Medical Exemption,0.2,503,2023/2024
481,FREMONT,Child Care/Preschool,Polio,Nonmedical Exemption,4,503,2023/2024
482,FREMONT,Child Care/Preschool,HepB,Fully Immunized,90.7,594,2025/2026
483,FREMONT,Kindergarten,MMR,In Process,0,317,2025/2026
484,FREMONT,School,MMR,Medical Exemption,0,4306,2025/2026
485,FREMONT,School,Tdap,Incomplete Record,1.4,2321,2025/2026
486,GARFIELD,Kindergarten,Varicella,Fully Immunized,85.4,854,2017/2018
487,GARFIELD,School,HepB,Incomplete Record,1.2,10774,2017/2018
488,GARFIELD,School,Tdap,Nonmedical Exemption,2.9,5518,2017/2018
489,GARFIELD,Child Care/Preschool,HepB,Medical Exemption,0.3,665,2018/2019
490,GARFIELD,Child Care/Preschool,Polio,In Process,1.1,665,2018/2019
491,GARFIELD,Kindergarten,Varicella,Medical Exemption,0.3,713,2018/2019
492,GARFIELD,Child Care/Preschool,HepB,In Process,0.9,786,2020/2021
493,GARFIELD,Child Care/Preschool,PCV,Medical Exemption,0,786,2020/2021
494,GARFIELD,School,Polio,In Process,0.9,11584,2020/2021
495,GARFIELD,Child Care/Preschool,DTaP,No Record,0.1,931,2021/2022
496,GARFIELD,Child Care/Preschool,MMR,Nonmedical Exemption,2.9,931,2021/2022
497,GARFIELD,School,Tdap,In Process,0.5,5688,2021/2022
498,GARFIELD,Child Care/Preschool,DTaP,Incomplete Record,2.7,904,2022/2023
499,GARFIELD,Child Care/Preschool,PCV,Fully Immunized,90.2,904,2022/2023
500,GARFIELD,Child Care/Preschool,Varicella,Nonmedical Exemption,5.3,904,2022/2023
501,GARFIELD,Kindergarten,Polio,In Process,0.3,944,2022/2023
502,GARFIELD,Kindergarten,Varicella,In Process,0.8,944,2022/2023
503,GARFIELD,Kindergarten,Polio,Nonmedical Exemption,4.4,922,2023/2024
504,GARFIELD,School,Polio,No Record,0.7,11823,2023/2024
505,GARFIELD,Child Care/Preschool,MMR,Incomplete Record,1.2,855,2024/2025
506,GARFIELD,Kindergarten,Varicella,Medical Exemption,0,838,2024/2025
507,GARFIELD,Kindergarten,Varicella,Medical Exemption,0,797,2025/2026
508,GILPIN,Child Care/Preschool,MMR,Nonmedical Exemption,4.7,85,2017/2018
509,GILPIN,Kindergarten,DTaP,Medical Exemption,0,30,2017/2018
510,GILPIN,Kindergarten,DTaP,Fully Immunized,85.3,34,2018/2019
511,GILPIN,Child Care/Preschool,Varicella,In Process,1.3,75,2019/2020
512,GILPIN,Kindergarten,DTaP,Fully Immunized,77.8,27,2020/2021
513,GILPIN,School,DTaP,Incomplete Record,0.7,417,2020/2021
514,GILPIN,School,Polio,Incomplete Record,0,417,2020/2021
515,GILPIN,School,Varicella,Medical Exemption,0.2,417,2020/2021
516,GILPIN,Kindergarten,HepB,Nonmedical Exemption,18.8,32,2021/2022
517,GILPIN,Child Care/Preschool,DTaP,No Record,0,49,2022/2023
518,GILPIN,Child Care/Preschool,Polio,Fully Immunized,85.7,49,2022/2023
519,GILPIN,Child Care/Preschool,Polio,In Process,2,49,2022/2023
520,GILPIN,Kindergarten,MMR,Fully Immunized,82.6,23,2022/2023
521,GILPIN,Kindergarten,MMR,Incomplete Record,0,23,2022/2023
522,GILPIN,School,,Summary Compliant,99.5,383,2022/2023
523,GILPIN,School,MMR,Nonmedical Exemption,6.8,383,2022/2023
524,GILPIN,Child Care/Preschool,Polio,Fully Immunized,77.1,35,2024/2025
525,GILPIN,Kindergarten,HepB,Fully Immunized,96,25,2024/2025
526,GILPIN,Kindergarten,Polio,No Record,0,25,2024/2025
527,GILPIN,Child Care/Preschool,Varicella,No Record,0,34,2025/2026
528,GILPIN,Kindergarten,HepB,Medical Exemption,0,25,2025/2026
529,GILPIN,Kindergarten,Polio,In Process,0,25,2025/2026
530,GILPIN,School,Varicella,Incomplete Record,0,309,2025/2026
531,GRAND,Child Care/Preschool,Hib,In Process,2.3,258,2017/2018
532,GRAND,Kindergarten,HepB,Fully Immunized,88,125,2017/2018
533,GRAND,School,Tdap,Nonmedical Exemption,3.4,977,2018/2019
534,GRAND,Child Care/Preschool,MMR,Medical Exemption,0,259,2019/2020
535,GRAND,Child Care/Preschool,HepB,Incomplete Record,0,231,2020/2021
536,GRAND,Child Care/Preschool,Hib,No Record,0,231,2020/2021
537,GRAND,Kindergarten,Polio,Fully Immunized,89.3,103,2020/2021
538,GRAND,Kindergarten,DTaP,In Process,0,127,2021/2022
539,GRAND,Kindergarten,MMR,Fully Immunized,82.7,127,2021/2022
540,GRAND,Child Care/Preschool,MMR,Fully Immunized,97.1,245,2022/2023
541,GRAND,Child Care/Preschool,Polio,Fully Immunized,97.1,245,2022/2023
542,GRAND,Kindergarten,DTaP,In Process,2.3,128,2022/2023
543,GRAND,School,Polio,Incomplete Record,1.8,1695,2022/2023
544,GRAND,Child Care/Preschool,HepB,Medical Exemption,0,136,2023/2024
545,GRAND,Child Care/Preschool,DTaP,Medical Exemption,0,257,2024/2025
546,GRAND,Kindergarten,Varicella,Nonmedical Exemption,5,119,2025/2026
547,GUNNISON,Child Care/Preschool,Hib,Fully Immunized,73,270,2017/2018
548,GUNNISON,Child Care/Preschool,PCV,Medical Exemption,1.1,270,2017/2018
549,GUNNISON,Child Care/Preschool,Varicella,Incomplete Record,9.6,343,2018/2019
550,GUNNISON,Child Care/Preschool,Polio,Nonmedical Exemption,3.6,364,2019/2020
551,GUNNISON,Kindergarten,DTaP,Fully Immunized,77.2,145,2019/2020
552,GUNNISON,Kindergarten,HepB,Fully Immunized,85.5,145,2019/2020
553,GUNNISON,Kindergarten,Varicella,Incomplete Record,6.2,145,2019/2020
554,GUNNISON,Kindergarten,Varicella,No Record,4.6,153,2021/2022
555,GUNNISON,Child Care/Preschool,PCV,Nonmedical Exemption,2.1,377,2022/2023
556,GUNNISON,School,Varicella,No Record,1.8,2049,2022/2023
557,GUNNISON,Child Care/Preschool,MMR,Medical Exemption,0,279,2023/2024
558,GUNNISON,Child Care/Preschool,Varicella,Medical Exemption,0,279,2023/2024
559,GUNNISON,School,HepB,In Process,0.3,1995,2023/2024
560,GUNNISON,School,Polio,Fully Immunized,87.1,1995,2023/2024
561,GUNNISON,School,Polio,No Record,2.5,1995,2023/2024
562,GUNNISON,Child Care/Preschool,DTaP,Incomplete Record,4.7,341,2024/2025
563,GUNNISON,School,MMR,Nonmedical Exemption,3.3,1958,2025/2026
564,HINSDALE,Kindergarten,MMR,Nonmedical Exemption,30,10,2017/2018
565,HINSDALE,Child Care/Preschool,PCV,No Record,5.3,19,2018/2019
566,HINSDALE,Kindergarten,Varicella,Nonmedical Exemption,25,4,2018/2019
567,HINSDALE,Kindergarten,Polio,In Process,0,7,2019/2020
568,HINSDALE,School,HepB,No Record,0,76,2019/2020
569,HINSDALE,Child Care/Preschool,Varicella,Medical Exemption,0,22,2020/2021
570,HINSDALE,Kindergarten,Polio,In Process,0,3,2020/2021
571,HINSDALE,School,MMR,Incomplete Record,0,59,2020/2021
572,HINSDALE,School,Varicella,Nonmedical Exemption,27.1,59,2020/2021
573,HINSDALE,Child Care/Preschool,Hib,No Record,0,16,2021/2022
574,HINSDALE,School,HepB,Fully Immunized,66.7,72,2022/2023
575,HINSDALE,School,MMR,Nonmedical Exemption,34.7,72,2022/2023
576,HINSDALE,Child Care/Preschool,,Summary Compliant,100,19,2023/2024
577,HINSDALE,Child Care/Preschool,Varicella,Fully Immunized,84.2,19,2023/2024
578,HINSDALE,School,Tdap,Nonmedical Exemption,35.1,37,2023/2024
579,HINSDALE,Child Care/Preschool,DTaP,Medical Exemption,0,12,2024/2025
580,HINSDALE,School,MMR,Nonmedical Exemption,24.6,65,2024/2025
581,HINSDALE,School,HepB,Medical Exemption,0,62,2025/2026
582,HINSDALE,School,Tdap,Incomplete Record,0,39,2025/2026
583,HUERFANO,Kindergarten,Polio,No Record,0,54,2017/2018
584,HUERFANO,School,HepB,In Process,0.1,724,2017/2018
585,HUERFANO,Kindergarten,Polio,Medical Exemption,0,55,2018/2019
586,HUERFANO,Child Care/Preschool,Varicella,Fully Immunized,96.1,51,2019/2020
587,HUERFANO,Kindergarten,DTaP,No Record,0,55,2019/2020
588,HUERFANO,Kindergarten,Varicella,Nonmedical Exemption,7.3,55,2019/2020
589,HUERFANO,School,MMR,In Process,1.6,698,2019/2020
590,HUERFANO,Child Care/Preschool,MMR,Nonmedical Exemption,0,17,2020/2021
591,HUERFANO,Child Care/Preschool,HepB,No Record,0,48,2021/2022
592,HUERFANO,Child Care/Preschool,Varicella,No Record,0,48,2021/2022
593,HUERFANO,School,MMR,In Process,0.3,663,2022/2023
594,HUERFANO,School,Polio,Incomplete Record,0,663,2022/2023
595,HUERFANO,School,Polio,No Record,0,663,2022/2023
596,HUERFANO,School,Varicella,Fully Immunized,91.3,663,2022/2023
597,HUERFANO,Child Care/Preschool,Polio,Nonmedical Exemption,1.7,58,2024/2025
598,HUERFANO,Kindergarten,HepB,Incomplete Record,0,49,2024/2025
599,HUERFANO,Kindergarten,MMR,In Process,0,49,2024/2025
600,HUERFANO,Kindergarten,HepB,Fully Immunized,100,34,2025/2026
601,JACKSON,School,Tdap,No Record,16.3,160,2017/2018
602,JACKSON,Kindergarten,DTaP,Incomplete Record,10,10,2019/2020
603,JACKSON,School,MMR,Medical Exemption,0,162,2019/2020
604,JACKSON,Child Care/Preschool,DTaP,Fully Immunized,87.5,24,2020/2021
605,JACKSON,Child Care/Preschool,DTaP,Nonmedical Exemption,4.2,24,2020/2021
606,JACKSON,Child Care/Preschool,HepB,No Record,8.3,24,2020/2021
607,JACKSON,Kindergarten,DTaP,Incomplete Record,11.1,9,2020/2021
608,JACKSON,Child Care/Preschool,DTaP,Medical Exemption,0,18,2021/2022
609,JACKSON,Child Care/Preschool,Hib,No Record,0,18,2021/2022
610,JACKSON,Child Care/Preschool,MMR,Incomplete Record,0,18,2021/2022
611,JACKSON,School,Polio,In Process,0.6,156,2021/2022
612,JACKSON,School,Polio,Incomplete Record,2.6,156,2021/2022
613,JACKSON,School,Tdap,In Process,1.2,83,2021/2022
614,JACKSON,Child Care/Preschool,PCV,Incomplete Record,0,17,2022/2023
615,JACKSON,Kindergarten,HepB,Nonmedical Exemption,12.5,16,2022/2023
616,JACKSON,Kindergarten,MMR,Incomplete Record,6.3,16,2022/2023
617,JACKSON,School,DTaP,Medical Exemption,0,164,2022/2023
618,JACKSON,School,Varicella,Fully Immunized,89.6,164,2022/2023
619,JACKSON,Child Care/Preschool,Polio,In Process,0,16,2023/2024
620,JACKSON,Child Care/Preschool,Varicella,Fully Immunized,76.9,13,2024/2025
621,JACKSON,Child Care/Preschool,DTaP,Fully Immunized,78.6,14,2025/2026
622,JACKSON,Kindergarten,Varicella,Fully Immunized,100,6,2025/2026
623,JACKSON,School,DTaP,Nonmedical Exemption,6.1,114,2025/2026
624,JEFFERSON,Child Care/Preschool,Hib,No Record,0.1,11444,2017/2018
625,JEFFERSON,Kindergarten,Varicella,Medical Exemption,0.1,6093,2017/2018
626,JEFFERSON,Child Care/Preschool,Polio,Fully Immunized,94.9,9870,2018/2019
627,JEFFERSON,Child Care/Preschool,Polio,Nonmedical Exemption,2.7,9870,2018/2019
628,JEFFERSON,Kindergarten,MMR,In Process,0.2,6144,2018/2019
629,JEFFERSON,Kindergarten,MMR,Incomplete Record,2.3,6144,2018/2019
630,JEFFERSON,School,MMR,Incomplete Record,0.9,82977,2018/2019
631,JEFFERSON,Child Care/Preschool,Hib,Medical Exemption,0.1,11723,2019/2020
632,JEFFERSON,Child Care/Preschool,Polio,Nonmedical Exemption,2.8,11723,2019/2020
633,JEFFERSON,Child Care/Preschool,Polio,Incomplete Record,0.5,8995,2020/2021
634,JEFFERSON,Child Care/Preschool,HepB,In Process,0.8,10027,2021/2022
635,JEFFERSON,Child Care/Preschool,PCV,Nonmedical Exemption,1.5,10027,2021/2022
636,JEFFERSON,Child Care/Preschool,DTaP,Nonmedical Exemption,1.5,9794,2022/2023
637,JEFFERSON,Kindergarten,Varicella,Medical Exemption,0.2,5739,2022/2023
638,JEFFERSON,School,Tdap,Medical Exemption,0.1,45036,2022/2023
639,JEFFERSON,Kindergarten,Varicella,No Record,0.9,5486,2023/2024
640,JEFFERSON,School,HepB,In Process,0.3,78418,2023/2024
641,JEFFERSON,School,Polio,Incomplete Record,1.3,78418,2023/2024
642,JEFFERSON,School,Varicella,In Process,0.3,78418,2023/2024
643,JEFFERSON,Child Care/Preschool,Varicella,Nonmedical Exemption,2.5,10490,2024/2025
644,JEFFERSON,Child Care/Preschool,Hib,In Process,1.2,10888,2025/2026
645,JEFFERSON,Child Care/Preschool,Varicella,Medical Exemption,0.1,10888,2025/2026
646,KIOWA,Child Care/Preschool,DTaP,In Process,0,44,2018/2019
647,KIOWA,Kindergarten,DTaP,In Process,0,17,2018/2019
648,KIOWA,Kindergarten,Polio,No Record,0,17,2018/2019
649,KIOWA,School,Polio,In Process,0,218,2018/2019
650,KIOWA,Child Care/Preschool,PCV,In Process,0,36,2020/2021
651,KIOWA,Child Care/Preschool,PCV,Medical Exemption,0,36,2020/2021
652,KIOWA,Child Care/Preschool,HepB,No Record,0,35,2021/2022
653,KIOWA,Kindergarten,HepB,No Record,0,26,2021/2022
654,KIOWA,School,MMR,Medical Exemption,0,207,2022/2023
655,KIOWA,Kindergarten,DTaP,In Process,0,20,2023/2024
656,KIOWA,Kindergarten,MMR,In Process,0,20,2023/2024
657,KIOWA,School,DTaP,No Record,0,212,2023/2024
658,KIOWA,Child Care/Preschool,DTaP,Fully Immunized,92.3,26,2024/2025
659,KIOWA,School,Varicella,Fully Immunized,99.5,213,2024/2025
660,KIOWA,Child Care/Preschool,Polio,In Process,0,26,2025/2026
661,KIOWA,Kindergarten,DTaP,Nonmedical Exemption,13.3,15,2025/2026
662,KIT CARSON,Child Care/Preschool,Varicella,Nonmedical Exemption,2.3,173,2017/2018
663,KIT CARSON,School,Polio,Incomplete Record,0.2,1270,2017/2018
664,KIT CARSON,Child Care/Preschool,Polio,No Record,0,140,2018/2019
665,KIT CARSON,School,,Summary Compliant,99.1,1719,2018/2019
666,KIT CARSON,School,DTaP,Medical Exemption,0,1719,2018/2019
667,KIT CARSON,Child Care/Preschool,MMR,No Record,0.6,158,2019/2020
668,KIT CARSON,Kindergarten,Polio,Fully Immunized,92.9,85,2019/2020
669,KIT CARSON,Kindergarten,Varicella,Incomplete Record,1.2,85,2019/2020
670,KIT CARSON,Child Care/Preschool,,Summary Compliant,96.6,175,2020/2021
671,KIT CARSON,Child Care/Preschool,HepB,In Process,1.1,175,2020/2021
672,KIT CARSON,School,MMR,Medical Exemption,0,1224,2020/2021
673,KIT CARSON,Child Care/Preschool,Varicella,Fully Immunized,94.3,157,2021/2022
674,KIT CARSON,Kindergarten,Varicella,Fully Immunized,94.6,93,2021/2022
675,KIT CARSON,School,Polio,No Record,0.8,1262,2021/2022
676,KIT CARSON,Child Care/Preschool,HepB,No Record,0,144,2022/2023
677,KIT CARSON,Child Care/Preschool,Polio,In Process,0,144,2022/2023
678,KIT CARSON,Child Care/Preschool,Varicella,Fully Immunized,97.9,144,2022/2023
679,KIT CARSON,Kindergarten,DTaP,Nonmedical Exemption,6.3,95,2022/2023
680,KIT CARSON,School,Polio,Nonmedical Exemption,3.6,1045,2023/2024
681,KIT CARSON,Child Care/Preschool,DTaP,Nonmedical Exemption,0.7,137,2024/2025
682,KIT CARSON,Child Care/Preschool,HepB,Fully Immunized,96.4,137,2024/2025
683,KIT CARSON,Child Care/Preschool,PCV,Incomplete Record,0,137,2024/2025
684,KIT CARSON,Child Care/Preschool,PCV,Medical Exemption,0,137,2024/2025
685,KIT CARSON,School,MMR,No Record,1.8,1210,2024/2025
686,KIT CARSON,School,,Summary Compliant,97.9,1201,2025/2026
